status,bed,bath,acre_lot,city,state,house_size,price
1,3.0,2.0,0.09,11,1,1760.0,115000.0
1,2.0,1.0,4.74,25,1,1000.0,285000.0
1,5.0,3.0,7.46,6,1,5403.0,300000.0
1,3.0,2.0,0.1,8,1,4161.0,155000.0
1,7.0,4.0,0.11,11,1,2200.0,215000.0
1,3.0,2.0,0.14,11,1,1200.0,140000.0
1,4.0,2.0,0.08,25,1,3052.0,250000.0
1,3.0,1.0,0.08,26,1,894.0,70000.0
1,5.0,5.0,0.08,11,1,1600.0,190000.0
1,3.0,2.0,0.05,10,1,1118.0,122500.0
1,3.0,2.0,3.88,4,1,4000.0,575000.0
1,4.0,4.0,0.22,11,1,3450.0,235000.0
1,3.0,1.0,0.07,26,1,363.0,150000.0
1,12.0,6.0,0.52,25,1,4800.0,750000.0
1,9.0,8.0,0.17,27,1,3852.0,950000.0
1,4.0,3.0,0.4,28,1,6500.0,495000.0
1,3.0,1.0,0.19,11,1,778.0,90000.0
1,3.0,2.0,0.25,25,1,2800.0,395000.0
1,9.0,7.0,0.46,11,1,3709.0,650000.0
1,3.0,2.0,0.15,12,1,1687.0,149900.0
1,6.0,3.0,0.25,12,1,1230.0,140000.0
1,2.0,1.0,0.13,12,1,826.0,106000.0
1,5.0,3.0,0.11,12,1,2327.0,165000.0
1,3.0,2.0,13.39,7,1,1106.0,89000.0
1,3.0,2.0,0.1,8,1,4161.0,155000.0
1,8.0,5.0,0.09,23,1,2000.0,125000.0
1,3.0,2.0,0.14,11,1,1200.0,140000.0
1,3.0,2.0,0.09,11,1,1760.0,115000.0
1,4.0,2.0,0.04,16,1,1080.0,75000.0
1,3.0,1.0,0.08,26,1,894.0,70000.0
1,3.0,2.0,0.11,21,1,1116.0,140000.0
1,6.0,3.0,0.1,13,1,3000.0,165000.0
1,5.0,5.0,0.08,11,1,1600.0,190000.0
1,7.0,4.0,0.11,11,1,2200.0,215000.0
1,4.0,7.0,0.76,7,1,4000.0,450000.0
1,4.0,4.0,0.22,11,1,3450.0,235000.0
1,3.0,2.0,3.88,4,1,4000.0,575000.0
1,5.0,3.0,7.46,6,1,5403.0,300000.0
1,3.0,2.0,1.13,13,1,1928.0,305000.0
1,3.0,2.0,0.21,20,1,1565.0,225000.0
1,3.0,2.0,0.69,7,1,2505.0,469000.0
1,4.0,3.0,0.21,7,1,3066.0,485000.0
1,3.0,1.0,0.19,11,1,778.0,90000.0
1,4.0,4.0,4.84,4,1,3690.0,475000.0
1,5.0,3.0,0.52,21,1,3267.0,620000.0
1,4.0,2.0,0.12,21,1,1760.0,260000.0
1,4.0,2.0,0.1,20,1,1955.0,339000.0
1,6.0,4.0,16.0,7,1,3739.0,975000.0
1,9.0,8.0,0.17,27,1,3852.0,950000.0
1,9.0,7.0,0.46,11,1,3709.0,650000.0
1,4.0,2.0,0.49,27,1,2450.0,950000.0
1,1.0,3.0,0.13,29,1,10000.0,475000.0
